variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast
GZMB,7310.638495717718,1.6954458932146503,0.35211338860337993,4.815056592819304,1.4715817906349984e-06,0.0006212417752006968,Th1
PECAM1,267.4491020600447,-1.1078138050755306,0.23029169433427715,-4.810480934963711,1.505675654873235e-06,0.0006212417752006968,Th1
ENPP2,797.6575888071727,1.9166985914076864,0.4008074099852479,4.782093703003725,1.7347877395733975e-06,0.0006816889727123656,Th1
SMKR1,167.8132863377196,-1.289342871986285,0.27457225580461164,-4.695823575502815,2.655346569630475e-06,0.0009534103759133555,Th1
NCOA3,7988.764524201267,-0.49748097459728013,0.10594463024199531,-4.695669553623908,2.657348357489963e-06,0.0009534103759133555,Th1
KIAA1217,543.0489112392802,1.4602852572678977,0.3125963637055584,4.671472310034206,2.9904841790830138e-06,0.0010282281435747096,Th1
PLA2G4A,292.71606935700885,-1.7510704277452642,0.37952747311444984,-4.613817317033103,3.953399384972229e-06,0.0013049380689916332,Th1
CDCP1,187.36751006250168,-1.228976398927493,0.271197331547791,-4.53166847886525,5.851963777664344e-06,0.0018569248370784975,Th1
FBLN5,201.1671680176091,-2.224503346861662,0.491994860107106,-4.521395500711924,6.143328535021085e-06,0.0018569248370784975,Th1
IL17RB,4190.8011007492,-3.1727708084529884,0.7025564084172095,-4.516037104552116,6.300762898472847e-06,0.0018569248370784975,Th1
JUP,78.38364624466894,-1.8848857110823043,0.41883528345850923,-4.500303067874236,6.78566453621637e-06,0.001930289454383326,Th1
RORA,1639.7405974457029,0.992739670134919,0.22094484707259462,4.493156021913197,7.017533159415873e-06,0.001930289454383326,Th1
MYL9,172.03431322349115,-1.174502292656858,0.26511921308004016,-4.430091199396675,9.419324529497379e-06,0.002507363419916528,Th1
TIMD4,606.4988677882716,0.9536727857641452,0.21959328043220566,4.342905137566673,1.406108593099665e-05,0.0036260025344557615,Th1
TLR5,57.95291322525851,-1.712277726619559,0.39861238414293937,-4.295595909046191,1.7422469182479862e-05,0.0042568820324169155,Th1
HTR2B,36.35179066755278,-3.012026405764067,0.7014314600427723,-4.2941136480824476,1.7539261888290733e-05,0.0042568820324169155,Th1
G0S2,1499.4607666998,1.3743041768754205,0.32160405751088206,4.273279968891308,1.9261835352271558e-05,0.0045413904379127115,Th1
CYSLTR2,249.1274922169813,-1.0962216833557419,0.2578393813952399,-4.251568078637889,2.122789602509164e-05,0.004734421047544204,Th1
SLC4A8,420.2320367014601,-0.6311188667767723,0.14844383088811272,-4.251566824979534,2.1228014876288844e-05,0.004734421047544204,Th1
BACE2,126.40515242237034,-1.5907570562080662,0.3751657611261503,-4.24014454686117,2.2337589704140157e-05,0.004850783953646436,Th1
EGR3,120.57560382623916,-1.6633980817112577,0.3963326408093066,-4.1969747389834415,2.705040916727922e-05,0.005606454942919985,Th1
EDARADD,593.8501303187753,-0.65273261678879,0.15556352525308917,-4.195923277817518,2.7176223669025614e-05,0.005606454942919985,Th1
KLHL11,256.2789834366954,-0.7260815804500509,0.17479795717955357,-4.153833329437685,3.2695136042945556e-05,0.006580494210399677,Th1
SETBP1,301.53998969684915,1.2910741906553933,0.3118134777278321,4.1405336294742,3.4649880321466046e-05,0.006807876486017567,Th1
TMEM14A,3383.302214984332,-0.24936806814110557,0.0603681218142464,-4.130790567054824,3.6151782779321485e-05,0.006937779337092114,Th1
PDE7B,281.35977903888136,-1.6097984396903382,0.39333024558828206,-4.092740026342629,4.263055897120715e-05,0.007995167559781849,Th1
TIFA,1106.714465475873,0.9321532725499388,0.22876893804091142,4.074649646637076,4.6083672195531814e-05,0.008450721399056189,Th1
CAPG,11282.096752886595,-0.6408487680864455,0.15800066329523804,-4.0559878339812006,4.992285803477977e-05,0.008955726619630493,Th1
PRSS23,625.632845174436,1.3115945973620233,0.329484026919762,3.9807532086568527,6.869724369316769e-05,0.012061482020340847,Th1
WWOX,1764.7354308528597,-0.30291950042996285,0.07653441901427685,-3.957951263384593,7.559537690529691e-05,0.012996105212968961,Th1
MIOS,1164.9259103709883,0.3723474336590911,0.09442268805378329,3.9434106498535773,8.03309287580309e-05,0.013528384165536143,Th1
ELOVL7,128.95159308873565,-1.3521735381678825,0.3440336061062184,-3.9303530648410163,8.482121629804434e-05,0.013998893537829238,Th1
FURIN,17642.961941017173,0.5283050177013123,0.13523500097885857,3.906570147353367,9.36154749697911e-05,0.014946131854058747,Th1
CPD,1657.4781619294242,0.4768980193302991,0.12225626888155205,3.9008062628865403,9.587285411275958e-05,0.014946131854058747,Th1
KCNN4,1445.1964731424596,0.32234408224058525,0.0827096373137288,3.89729773590822,9.727200318883383e-05,0.014946131854058747,Th1
TANK,6853.718538564435,0.39902133531137857,0.10241893206847887,3.8959724267051214,9.780551625292927e-05,0.014946131854058747,Th1
ANKRD55,99.65483949036623,1.2601662007507448,0.32434771872736595,3.8852321998601487,0.00010223213000494447,0.015338537032741848,Th1
PLEKHH2,98.0225262636723,-1.5639026297613823,0.40505389715102913,-3.8609741586519357,0.00011293584866183861,0.016641903984955218,Th1
AHI1,1839.1209126351948,-0.5873542876956701,0.15327586202522148,-3.8320077273420985,0.00012710174611851093,0.018400765069648283,Th1
CCL1,1260.2888974441075,-1.4538495507256326,0.3811271515866811,-3.8146050331839936,0.0001364009142700903,0.01940655766477216,Th1
TESPA1,6237.442769467047,-0.5914255250886977,0.1566647882498326,-3.7751018061924304,0.0001599423283504831,0.022181917325629543,Th1
CEBPD,174.16687084405095,1.6716772789058492,0.443060910879515,3.773019099309443,0.0001612839359594974,0.022181917325629543,Th1
CREG1,3200.2571575089933,0.4122740040294966,0.10948789921997763,3.765475517994698,0.0001662324119529516,0.0224877026792747,Th1
DDIT4L,122.71092303637232,1.4043780095336575,0.37588565333513424,3.7361841216151297,0.00018683388801068193,0.02486698780426044,Th1
ANKRD18A,38.37685616932544,1.4775535130479,0.3992198127308751,3.7011026655732615,0.00021466459435599643,0.028117654486121947,Th1
PKD2,1619.531903770413,-0.6311965305358151,0.1707661309363496,-3.69626299474504,0.0002187963221437845,0.028211050786414213,Th1
SPP1,95.7837695010542,-2.642815439880735,0.717520113813053,-3.683263213119221,0.00023026717661779063,0.029233303714615515,Th1
KBTBD11,45.05735944750208,1.6564471783009092,0.4508940697515706,3.6736947532123523,0.0002390683071100924,0.0298907828829164,Th1
RGS6,45.42629858910633,1.1596123101418039,0.31640393709089415,3.6649743388265086,0.0002473633838234774,0.030466308109124412,Th1
CAMK4,3213.0360473742576,-0.28037234042327663,0.07658503171334581,-3.660928697825669,0.0002513026934531072,0.03049632097610354,Th1
PDE4A,660.8011766645654,-0.631560818730794,0.1732079058711735,-3.646258613625458,0.0002660861933464845,0.031822366195582465,Th1
TNF,1101.0172929688993,0.5743664207563431,0.15882090617925937,3.6164408992104744,0.0002986814723760733,0.03521027871496224,Th1
CD33,345.5724424277851,-0.776742452342237,0.21762461793182578,-3.569184680133768,0.0003580939336529606,0.0416195935282286,Th1
LAIR2,45.10084808869998,-1.7639249880703527,0.4958634687973649,-3.5572795720331283,0.0003747152995016466,0.0429465368262165,Th1
F2R,438.5111112064882,1.1066784260704021,0.3120017934215272,3.5470258485829738,0.00038960636325529414,0.04404153026825599,Th1
GZMH,166.7426136891138,2.3835855629707403,0.6727162981257284,3.5432255314933014,0.0003952645151375828,0.044077334850207206,Th1
NCF1,36.84418452588953,-1.3467642995313385,0.38118122353635764,-3.5331338911106727,0.00041066443592039124,0.04518403900286758,Th1
TNFRSF1A,1969.1180243307017,0.3763033665783019,0.10670618790706916,3.526537438541296,0.00042103163417710204,0.04571517164775587,Th1
RAB38,478.3143920051995,0.6971546293053735,0.19826902542639,3.5162054577415645,0.0004377620808066685,0.046885255762503276,Th1
CYP4F22,35.21471614575496,-1.3335495017088763,0.37961026702128253,-3.5129437150710996,0.00044317134627669115,0.046885255762503276,Th1
C1orf162,155.33765827752697,-1.059359340580181,0.3030546806338585,-3.495604616184982,0.00047298899659968427,0.04833972436771324,Th1
SCAMP5,65.92835770909912,-1.5497116174484908,0.4434325617306365,-3.4948078945764576,0.00047440307905422137,0.04833972436771324,Th1
IL9R,1474.0726407412,-1.6801932966092497,0.48091615538453564,-3.4937343605472857,0.00047631470688267005,0.04833972436771324,Th1
SH3RF2,225.57667150272528,1.216719183678719,0.3484822852618492,3.491480729829574,0.00048035111465735404,0.04833972436771324,Th1
TBX21,1653.5106622641315,1.1271153626923431,0.3236857178926415,3.4821288070120513,0.0004974443503302677,0.049456756372594814,Th1
TRPS1,495.24276043201394,0.6899533245996142,0.19856541980815376,3.4746902318954653,0.0005114435818579837,0.04986112067972404,Th1
REC8,1148.2099316129224,-0.26601089743925904,0.07658155951771826,-3.4735633371074606,0.0005135961291537256,0.04986112067972404,Th1
IGF2BP3,437.4325370544489,-1.0814468105420445,0.31196785938323995,-3.466532778985834,0.0005272174462267953,0.05048597501001845,Th1
RHBDD2,764.9972501499656,-0.33133090331777587,0.09565066427848935,-3.4639686594658397,0.0005322685198584107,0.05048597501001845,Th1
IRX3,109.0291752881101,-0.974402717078524,0.2818845775503957,-3.4567436272895025,0.0005467447378324339,0.05108334369427143,Th1
LGALS9,2617.202902833772,-0.539260290579353,0.15609560667448602,-3.4546794882183933,0.0005509473568577505,0.05108334369427143,Th1
LIMA1,6283.836603387423,-0.5641239648766083,0.16420228488949867,-3.435542722540313,0.0005913682128684242,0.054221894362113734,Th1
MAST4,2312.250143361437,0.37384817863089304,0.10961366384469327,3.410598327965589,0.0006482050684472307,0.05863696571722863,Th1
MAN1C1,783.159335752205,-2.7385776709592826,0.8035167346023873,-3.4082397453917896,0.0006538342166767836,0.05863696571722863,Th1
CKAP4,966.0231067943242,-1.589696483704186,0.46682579414266473,-3.405331289852345,0.0006608383194016314,0.05863696571722863,Th1
DUSP23,855.2670246512599,-0.3327072390170348,0.09977027897414345,-3.334732972965421,0.00085381345357676,0.07466126850447329,Th1
PMCH,146.73173085442374,-1.099799721277603,0.3299850312425134,-3.3328776070128328,0.000859527448851789,0.07466126850447329,Th1
KCNJ13,268.3177569281256,-1.7228923358377046,0.5174998644816085,-3.3292614241813676,0.0008707662971145116,0.07484961962280155,Th1
CCR8,626.5019478463666,-1.4303385705013936,0.430526673842369,-3.3222995400863153,0.0008927879562961283,0.07536455684400362,Th1
NPC1,1666.507589340636,0.344127735906371,0.10360294086494942,3.32160200312224,0.0008950226091507944,0.07536455684400362,Th1
FGFBP2,70.9240947435918,2.4246928153561518,0.7326942534697732,3.3092832431449946,0.0009353515970704397,0.07783832035048316,Th1
ISCA2,1235.3600997758922,-0.23558566586029767,0.07124012945922023,-3.3069236068016026,0.0009432661215521469,0.07783832035048316,Th1
HBEGF,1427.4542488672641,0.6700854698323854,0.20416646002260683,3.2820546026912973,0.001030536475010441,0.08419789100778376,Th1
TARS3,577.5277917264235,0.40194318481412156,0.12305557315829253,3.2663549849715623,0.001089415893486393,0.08813588189264426,Th1
ROR2,20.075920802860193,1.7101526994735508,0.5253811248327288,3.255070688003933,0.0011336414595712542,0.09082339149885427,Th1
ZSWIM1,714.3951166841383,-0.6093558255368324,0.18767218359542207,-3.2469160525699587,0.0011666279475680001,0.09256744060895324,Th1
CHST2,607.7953184765335,-1.2057659701566725,0.3721668023154628,-3.239853642654079,0.001195910662746935,0.09398718846654959,Th1
DPP4,6133.120679382973,0.643702180634395,0.19907753047826,3.2334245813074807,0.0012231562731557857,0.09522156194416552,Th1
RNASE6,121.40661413850484,1.05334071072558,0.32610681449783935,3.2300481434206856,0.0012376937471451335,0.09545279253683778,Th1
TMEM178B,162.44215797078607,0.7515039656257254,0.23332667242498698,3.2208232252886955,0.0012782296433249303,0.097666213117753,Th1
IFNLR1,109.12997222682012,-0.6332995697871538,0.19710722758015478,-3.2129698010673855,0.0013137010173290076,0.09945560362384376,Th1
XKR9,57.10369386053832,-1.4113506020571704,0.4414502625088114,-3.1970772744279423,0.0013882773007026462,0.10413406943799804,Th1
RAD50,4186.616520883841,-0.35355020672534854,0.11067469127822438,-3.1944991455775646,0.0014007369980147577,0.10413406943799804,Th1
CCDC50,2564.7760172625603,0.5477878262986431,0.17173181920681554,3.1897864287977153,0.0014237797021614245,0.10490205448425068,Th1
SAMD5,14.894877534842337,-2.225574345538414,0.6995799404948434,-3.1813009732156816,0.0014661522469803854,0.10694283102809952,Th1
PHLPP1,1166.980901430672,-0.8166335795854825,0.2568767622994629,-3.179087015404936,0.0014773973263697705,0.10694283102809952,Th1
ITM2C,6761.021808270851,-0.5940432743368922,0.1871990941937647,-3.1733234441936675,0.0015070453053079112,0.1074271712813756,Th1
GNLY,1452.9378356666793,2.0467608252695277,0.6451101557745386,3.1727307452044764,0.0015101250446727544,0.1074271712813756,Th1
SESN3,1225.8357717493684,-0.9658902959431241,0.30495868895912853,-3.167282425169973,0.0015387080280499853,0.1085249457048588,Th1
FOXP3,1955.023631329348,-1.1302679188006945,0.3571907073068043,-3.1643262147631,0.001554424618887475,0.10870433860219866,Th1
GALNT1,3585.121880592543,0.3581907145287666,0.11341586237364693,3.15820650685274,0.0015874306341877795,0.110079643641324,Th1
LYN,346.1148972133603,0.6853322644578819,0.21720826776017868,3.1551849822519764,0.001603963741318726,0.11029923994468438,Th1
AKR1C8,109.65036706650004,1.9253368023914603,0.6113271072314169,3.1494379680150963,0.0016358483326877205,0.11156215240776089,Th1
UBD,100.11424714651626,-2.1068103287200475,0.6721135890955225,-3.1346045711636727,0.0017208590740748657,0.1163977793382442,Th1
RORC,39.67957565365787,3.496512046474715,1.12076620702264,3.119751491939909,0.0018100367379686097,0.12065815983407151,Th1
FN1,211.63866083334804,1.7194944199605238,0.5512516189538652,3.119255093025731,0.0018130891686166828,0.12065815983407151,Th1
PTPRK,1596.663934540235,-0.7603967879937366,0.2440986799375125,-3.115120443045381,0.001838698147347011,0.12138349689526029,Th1
TGM5,22.025350253718965,1.9742089414834691,0.6345169589342835,3.1113572516632084,0.0018622948825653836,0.12196553468991703,Th1
PTGS2,77.76354197857796,-1.8116255069725324,0.5858160702812345,-3.092481751316279,0.0019849043718429453,0.12897189666494477,Th1
CD84,1054.9454512413852,-0.6624018672337324,0.21453604433654275,-3.0876017560695885,0.0020177867742882257,0.13008419110489405,Th1
KIF21A,1208.8617763487362,0.25439263257016415,0.08259216303399206,3.080106189560201,0.0020692680364091725,0.1319210746357448,Th1
ANKRD18B,54.170272350192946,1.0155875078515857,0.3299420023595242,3.078078876253354,0.002083397629346345,0.1319210746357448,Th1
GZMK,372.73866920966174,2.3769690708184505,0.773051422499022,3.0747877846657183,0.0021065238259546947,0.1319210746357448,Th1
HPGDS,280.32693432243326,-1.0402703763506043,0.3383802938922912,-3.0742640606658065,0.0021102256243235957,0.1319210746357448,Th1
APBB2,246.44589884513556,1.0239878874083215,0.3338586898165176,3.067129652881241,0.002161250917578202,0.13409505693124305,Th1
TDRKH,581.2825702398296,0.3471470971213918,0.11352229194071431,3.0579641336230714,0.0022284624640466037,0.13654037288889695,Th1
LRRC32,577.1531775147998,-1.612305597094784,0.5273706574945648,-3.057253137204359,0.0022337554944257257,0.13654037288889695,Th1
CXCL9,84.9603707637743,-2.8993619083487037,0.951919568207946,-3.045805554566918,0.00232057855147738,0.1408045162264069,Th1
SUSD4,52.0393702672686,-1.466723305644122,0.48200462046571263,-3.0429652400986833,0.002342593908497192,0.14110280972933453,Th1
SCPEP1,2212.8866834933183,-0.4438791027473767,0.1462690939059587,-3.034674591152943,0.0024079533898953526,0.14313581384326624,Th1
LRP12,172.23045159610797,0.8669996979407283,0.285734097383302,3.034288542671473,0.002411037096972129,0.14313581384326624,Th1
IL7R,4865.187077610077,0.9618539502806327,0.31805391802120725,3.024185195594723,0.002493037770382558,0.14694676915140623,Th1
MACO1,1324.9335812110496,-0.3029427456754201,0.10028935979700597,-3.020686803551259,0.002522020839496514,0.14760082246471795,Th1
TUBB3,140.9658236660158,1.3392003808006643,0.44368991971576377,3.0183250087326337,0.002541761484348175,0.1477085617524024,Th1
CEP70,1065.1263277413711,-0.5491577580005259,0.18263149818651786,-3.0069170074905816,0.002639118035196507,0.15229372046462641,Th1
TTC28,62.64070549418147,1.306700067424563,0.4359954749860265,2.9970496080640343,0.0027260634821495975,0.15547113248229893,Th1
MDM2,12344.01058735217,0.2827039700627073,0.09434781239381179,2.996401960892203,0.0027318606652851846,0.15547113248229893,Th1
STON2,25.629263099259777,1.6337215535912832,0.5456732201984426,2.9939558935971875,0.002753857510848622,0.15564953547618374,Th1
TMEM98,167.15503402709086,-0.8928357631665328,0.29995175742962554,-2.9765978729963245,0.002914660331373718,0.16361753098296544,Th1
DUSP4,7471.1998006238855,-0.4982635393502547,0.16767697398635392,-2.971568054363892,0.0029628320156358736,0.16519790400694073,Th1
HORMAD2,31.456452386644635,-1.3516735480432571,0.45619295368332413,-2.9629426257678446,0.003047133598985907,0.168758029925045,Th1
RDH10,7455.76121759451,0.8701836022816816,0.29427656180961087,2.9570265362984203,0.0031062138409535963,0.17088317743699385,Th1
HCAR1,34.68998472830665,-1.0737562420737103,0.3650115138728212,-2.9417051278218933,0.0032641057877212977,0.17838013880977582,Th1
FRMD6,409.8481666614799,0.37405004439268086,0.1278690790964984,2.925257982896695,0.0034417076876202463,0.18684849893580444,Th1
CDK6,5840.414994682647,0.37092233265975005,0.1272663067745257,2.914536785583817,0.003562168253015686,0.19176644091179848,Th1
PIK3R3,371.34802117109655,-0.38727328884585904,0.13294267059121928,-2.913084919413662,0.0035787726491053034,0.19176644091179848,Th1
ZSWIM3,360.4055301561623,-0.3984556023848295,0.13721687632062954,-2.9038381653126493,0.0036861864646648935,0.1962478110091271,Th1
PIGM,921.4309439875797,-0.2848769862531718,0.09832201925135198,-2.8973874664321912,0.0037628470660448455,0.198263243947049,Th1
BACE1,25.963394265830285,-1.356625463769791,0.46834817728860983,-2.8966173662159864,0.003772095164770564,0.198263243947049,Th1
TBKBP1,805.398263749083,0.6896436620622717,0.23901385245353116,2.8853710987163455,0.0039095252299576585,0.20418608985829492,Th1
ADGRV1,81.52906024385224,-3.4278978764996237,1.194105857205453,-2.870681737146721,0.004095876772278612,0.2125734284581327,Th1
GPR183,5326.16176375139,-1.0956012064680898,0.3826534244216808,-2.8631684353117053,0.004194275336137952,0.21631975046131485,Th1
TMEM38A,64.82705722520515,-1.054019387872041,0.3689530521520258,-2.8567845738750957,0.004279561861058693,0.21884700105495358,Th1
ASCL1,13.22969933547847,1.8278440725874954,0.6401036410646553,2.8555439390210706,0.004296317761864091,0.21884700105495358,Th1
CRLF2,82.31409664930415,-0.8932504867748965,0.31332249343313334,-2.850898053910472,0.0043595944652514524,0.22070781305064407,Th1
FTH1,13928.720139199238,0.3795230288457184,0.13327461624389678,2.8476767710302706,0.004403962856844136,0.22159452130901108,Th1
RXRA,386.0069750734801,-0.8542293845257642,0.3005774505242793,-2.8419609755681368,0.004483697953373825,0.22373099301051583,Th1
AARD,200.4988661832466,-0.983377708531066,0.3462216347778799,-2.8403127065180556,0.0045069329851197045,0.22373099301051583,Th1
IMPACT,1200.9183959691518,0.3732132922396698,0.13146674602870892,2.838841787094736,0.0045277600379006475,0.22373099301051583,Th1
CLEC4D,10.899023857480664,-3.1249717115096525,1.104363253512938,-2.8296592643491487,0.004659760125921164,0.22755688455480066,Th1
MEOX1,103.55847709388469,-1.6626513000808005,0.5875882856375444,-2.8296195494721146,0.004660338522753431,0.22755688455480066,Th1
CAMK2D,1586.3076148753535,0.3528054297647725,0.1252705191461762,2.816348428739961,0.004857295648289133,0.23577884523342307,Th1
IRAG2,896.376786882258,0.33507795059138895,0.11938239586676273,2.8067618190989756,0.0050042227497076285,0.24149032824904884,Th1
B3GAT1,38.66217584682975,1.1805948294342543,0.4229638328013516,2.7912429807886916,0.005250603954528709,0.25190688274866807,Th1
NRP2,947.6365193866549,-0.8966013814858655,0.32177399164991,-2.78643210686017,0.005329178028470704,0.2541987115083251,Th1
OSBPL1A,44.730659161319146,0.9786477941255871,0.35206033168924594,2.7797729708140277,0.005439691372324927,0.2579789264622144,Th1
GABARAPL1,179.26315680876772,-0.7310619699098433,0.26379960021771065,-2.7712777779288014,0.005583677072819285,0.26040233612475117,Th1
HIBADH,907.5652999924879,-0.35727664655771935,0.12897080000916225,-2.7702134632981883,0.005601956562468075,0.26040233612475117,Th1
ZBTB7C,97.37854958164962,1.8291343780002332,0.6603961227387304,2.769753357143627,0.005609875538379956,0.26040233612475117,Th1
SNED1,16.256371980426657,-2.307461358928511,0.8332173740014855,-2.769338987552601,0.005617015975546014,0.26040233612475117,Th1
OGDHL,81.1633307570672,-1.7150377686968674,0.6208397518327462,-2.76244838323255,0.0057369632101083885,0.2644772089933766,Th1
COL5A2,120.86140580139765,-1.0169422518990738,0.3690253614388414,-2.755751658731487,0.005855743840060253,0.26845332315654,Th1
GLIS3,41.188344615968724,2.1925959091589005,0.7966864209668906,2.7521441955768218,0.005920644494138833,0.2699290517438323,Th1
TMCC2,270.2589485430094,0.7963752286823457,0.2903322527647708,2.742978849571957,0.006088460692346188,0.2760548221606634,Th1
LYSMD2,1641.9538899664515,0.4261562910727574,0.15557659815299374,2.7392056140324916,0.00615878428522717,0.277717420337129,Th1
LEO1,4141.426952720209,-0.29484736281375906,0.10776754687597435,-2.7359568938976397,0.006219917316819888,0.2789497700999876,Th1
MBOAT7,5303.79922539477,-0.49066888758697075,0.17969850750171584,-2.730511757768971,0.006323607737620501,0.282067086761321,Th1
CLCN4,15.25070267054628,-1.8431308139671982,0.6771194235068926,-2.7220173428512444,0.006488473724836786,0.2877248845714781,Th1
KCNA2,74.71941758723247,0.8458740973448515,0.3109367279146825,2.7204058620471163,0.006520183399765682,0.2877248845714781,Th1
PCTP,505.3081827720529,0.27223832660964353,0.1002336209967237,2.7160380309770717,0.006606832817190612,0.28999778940136667,Th1
S100P,1033.9045269494966,-1.2223139909572478,0.4542452237156674,-2.690868119556386,0.0071266361160754075,0.31115873666589555,Th1
DOCK5,144.9819699267892,1.307560515436141,0.4874338127292539,2.6825396213586603,0.007306549620800452,0.3173349866886596,Th1
SLAMF7,1202.74547353657,0.5521529013292056,0.20636699204011277,2.6755872917015737,0.007459844391085467,0.32229652311642554,Th1
COL6A3,101.79226361327083,1.254646708278554,0.46964762357965556,2.6714639770039357,0.0075521177995297424,0.3245837295922887,Th1
MAP6,81.37834438706285,0.7597911181447962,0.28505873883839233,2.6653844089850645,0.00769003633100347,0.3281715884470856,Th1
SYBU,15.627361983414485,-1.8191486998051127,0.6827896589101423,-2.6642885932232896,0.007715134289715779,0.3281715884470856,Th1
RRAD,110.99598197236443,0.7182630105156983,0.2705711422204186,2.654617948615418,0.007939827667509742,0.3359112561544463,Th1
INPP4B,91.97451671473189,-0.9543603563289627,0.3597317026796743,-2.6529781757344297,0.007978502933382389,0.3359112561544463,Th1
LY86,31.103403235960972,1.1593992458713642,0.4376620385727111,2.6490742712170303,0.008071259170523577,0.3380915262698505,Th1
CLINT1,6487.390772791945,-0.30787023232533717,0.11633473151604186,-2.6464171818102638,0.008134942211477262,0.3390380966116685,Th1
LIPA,2686.810014134822,-0.2315438669877885,0.08778468495194021,-2.6376339690066968,0.008348664155288602,0.34619686738412836,Th1
TBC1D14,2909.7292643448086,0.3318737928677563,0.12599550517820818,2.634012954655435,0.008438226834698845,0.34816123919967434,Th1
TEX30,5576.616404814823,-0.48870090649080156,0.18612795350583541,-2.6256180078586637,0.008649182188644656,0.3518490601980863,Th1
TEX29,130.40483728449885,-0.8903936403221747,0.3391425712634995,-2.625425752375912,0.008654068077435434,0.3518490601980863,Th1
RGS1,4382.089275814305,-0.8928342556845706,0.3400795818231436,-2.62536860019101,0.008655520991300476,0.3518490601980863,Th1
UBTD2,1734.042132528248,-0.32958102328719935,0.1257685123623117,-2.620536866475356,0.008779143727240361,0.3551249707705268,Th1
NR0B1,9.333162441439935,-3.0843256300752175,1.1786919098455084,-2.616736065049841,0.008877495535238427,,Th1
PHETA1,13.861856668998547,-1.280796346962317,0.4920905763450756,-2.6027654430516183,0.009247519723911092,0.3722465012766552,Th1
PACSIN1,24.73518551282149,1.6590418184687517,0.6380777839587576,2.600062030330748,0.009320691071169543,0.3733705957247139,Th1
ACTN1,6802.700361007743,-0.6097177072856128,0.23472179316421238,-2.597618649151388,0.009387268300107582,0.3739923357100401,Th1
ANKRD22,7.629214221688688,2.184932014186495,0.8417438087425958,2.5957209206568033,0.009439269949852612,,Th1
LPCAT2,341.1535950183725,-1.0965883195215858,0.4225749805388134,-2.5950147784976694,0.009458685187528706,0.3739923357100401,Th1
FAM110B,88.98011121780216,-1.2703166547460487,0.48961436930607916,-2.5945248636114244,0.009472176219510225,0.3739923357100401,Th1
TRIP11,1065.3943837044847,-0.20233537544598076,0.07812364551485022,-2.5899377085202664,0.009599330028346459,0.3772079590186428,Th1
TFEB,462.9530046069774,0.38139990937842694,0.14787280476908932,2.579243086475581,0.009901708132964728,0.38724595029964426,Th1
SERPINE2,289.988657106617,0.6738552808795286,0.2616144214966642,2.575757395270814,0.010002079743046127,0.3893262360359276,Th1
PARD3B,43.260278077025475,-1.1260430816132256,0.4376268349650169,-2.5730668040574782,0.010080174876701337,0.390523958133988,Th1
CAV1,21.083118427627127,1.7268305672540452,0.671754629976236,2.570626967342426,0.010151460754050576,0.3914479165533895,Th1
